date,delay,distance,origin,destination
02160625,-2,368,SLC,LAS
02160625,-3,417,SJC,SAN
02160625,4,313,MCI,OKC
02160625,8,328,ABQ,PHX
02160630,-10,337,LAX,OAK
02160630,-10,611,MDW,BWI
02160630,-4,397,SMF,LAS
02160630,-5,677,ABQ,LAX
02160630,-7,325,ONT,PHX
02160630,0,148,AUS,HOU
02160630,0,293,LBB,DAL
02160630,16,324,AMA,DAL
02160630,30,224,GEG,SEA
02160630,8,405,MDW,MCI
02160635,-6,453,HOU,TUL
02160635,5,337,OAK,LAX
02160640,-9,590,SLC,LAX
02160640,0,601,RNO,PHX
02160645,-10,550,MSY,MCO
02160645,-5,284,MDW,CMH
02160645,1,460,TPA,BHM
02160645,25,399,SEA,BOI
02160650,4,328,PVD,BWI
02160655,12,1591,IND,LAS
02160700,-1,345,LAS,RNO
02160700,-10,588,BNA,BWI
02160700,-4,148,HOU,AUS
02160700,-4,437,MSY,DAL
02160700,-7,359,HOU,JAN
02160700,0,304,PHX,SAN
02160700,2,258,LAS,SAN
02160700,3,303,MSY,HOU
02160700,5,236,LAS,LAX
02160700,5,370,LAX,PHX
02160705,-9,616,MCO,BNA
02160705,0,443,RDU,BNA
02160710,-2,251,STL,MDW
02160710,-5,842,TPA,BWI
02160710,14,605,SEA,SMF
02160712,0,677,LAX,ABQ
02160715,12,756,AUS,BNA
02160715,23,284,CMH,MDW
02160720,-10,108,ISP,PVD
02160720,3,325,PHX,ONT
02160725,-9,1489,OAK,MCI
02160725,0,328,PHX,ABQ
02160725,53,351,TUL,STL
02160730,-17,1020,PHX,HOU
02160730,0,365,TUS,LAS
02160730,2,239,HOU,DAL
02160735,0,337,LAX,OAK
02160740,-1,587,TPA,RDU
02160740,11,904,RDU,MCI
02160740,9,181,OKC,DAL
02160745,-5,223,BUR,LAS
02160745,45,296,LIT,STL
02160750,-6,174,PBI,TPA
02160750,17,373,LAX,SMF
02160755,-2,487,LAS,ABQ
02160755,-8,1262,STL,PHX
02160755,4,1999,BWI,PHX
02160757,20,187,HOU,CRP
02160800,-10,1037,PHX,OMA
02160800,-10,345,LAS,RNO
02160800,-9,787,MCO,BWI
02160800,0,288,BWI,ALB
02160800,4,325,ONT,PHX
02160803,25,294,MAF,AUS
02160805,0,178,FLL,MCO
02160805,7,321,BHM,MSY
02160810,-15,236,LAX,LAS
02160810,0,148,AUS,HOU
02160812,19,283,BWI,BDL
02160814,14,1797,BNA,LAX
02160815,14,319,DAL,MAF
02160817,-1,248,SAT,DAL
02160820,-2,180,TPA,JAX
02160820,-3,496,ELP,SAT
02160820,3,188,SJC,RNO
02160822,90,866,SEA,LAS
02160825,0,1588,BNA,LAS
02160825,0,162,MDW,IND
02160826,7,1448,BNA,PHX
02160830,-1,580,ABQ,DAL
02160830,0,255,RDU,BWI
02160830,20,1588,LAS,BNA
02160834,29,239,HOU,DAL
02160835,-3,480,SAN,SMF
02160835,3,325,ONT,PHX
02160837,18,335,RNO,BOI
02160840,-2,318,JAX,FLL
02160840,20,307,CLE,MDW
02160845,-3,142,MCO,PBI
02160845,-7,889,ABQ,OAK
02160847,13,239,DAL,HOU
02160850,-2,447,SFO,SAN
02160855,-2,303,MSY,HOU
02160855,-5,480,SMF,SAN
02160900,-1,246,MAF,ELP
02160900,-2,370,PHX,LAX
02160900,12,1034,ISP,TPA
02160900,4,337,LAX,OAK
02160905,-5,487,MSY,TPA
02160905,19,479,PDX,SMF
02160910,-10,1671,MSY,LAX
02160910,-15,1069,LAS,SAT
02160910,5,192,HOU,SAT
02160915,-10,1073,MCO,PVD
02160915,-7,1137,TPA,PVD
02160915,10,296,LIT,DAL
02160915,5,389,SMF,ONT
02160920,14,628,ABQ,SAN
02160925,-6,281,BWI,BUF
02160925,2,224,SEA,GEG
02160930,-1,271,SDF,MDW
02160930,-2,189,DAL,AUS
02160930,0,1977,BNA,SEA
02160930,12,515,BWI,IND
02160933,63,1044,PHX,MCI
02160935,-2,647,SMF,PHX
02160935,9,319,DAL,MAF
02160938,24,687,HOU,STL
02160940,18,1295,LIT,LAS
02160945,-10,1772,LAS,CMH
02160945,12,328,PVD,BWI
02160947,0,325,OAK,BUR
02160948,4,328,PHX,ABQ
02160950,-2,296,SJC,BUR
02160950,5,723,GEG,OAK
02160950,5,787,MCO,BWI
02160955,-8,714,ELP,LAX
02160955,44,256,PHX,LAS
02161000,-9,1670,BWI,ABQ
02161000,17,671,OAK,SEA
02161005,-3,321,MSY,BHM
02161005,30,1489,MCI,OAK
02161007,3,229,MDW,DTW
02161008,12,197,LAS,ONT
02161010,-5,223,TUL,MCI
02161010,1,417,SAN,SJC
02161012,38,223,MCI,TUL
02161014,18,237,MCI,STL
02161020,-1,833,PHX,OKC
02161020,0,443,RDU,BNA
02161022,22,762,LAS,PDX
02161022,8,192,HOU,SAT
02161025,11,361,OAK,ONT
02161030,-12,997,TPA,MDW
02161030,12,192,SAT,HOU
02161030,2,802,CMH,MCO
02161035,-5,180,RNO,OAK
02161035,7,1099,LAS,OMA
02161040,-1,883,BWI,PBI
02161040,-2,328,ABQ,PHX
02161040,0,451,TUS,LAX
02161043,20,224,GEG,SEA
02161045,-6,325,BUR,OAK
02161045,12,325,OAK,BUR
02161046,6,304,SAN,PHX
02161050,-2,919,SLC,MCI
02161050,5,181,DAL,OKC
02161050,55,1301,PHX,MSY
02161055,9,223,LAS,BUR
02161100,-1,239,HOU,DAL
02161100,-8,351,TUL,STL
02161100,17,866,SEA,LAS
02161105,-4,368,LAS,SLC
02161105,12,1246,BWI,HOU
02161109,8,332,MAF,ABQ
02161110,-3,1040,SAT,MCO
02161112,16,564,RNO,SEA
02161115,3,358,BUR,SMF
02161120,-3,487,MSY,TPA
02161120,25,303,HOU,MSY
02161120,6,359,HOU,JAN
02161122,20,237,DAL,TUL
02161125,-5,177,BHM,BNA
02161125,0,197,FLL,TPA
02161130,-4,487,ABQ,LAS
02161130,14,321,MSY,BHM
02161130,9,178,MCO,FLL
02161134,38,460,BHM,TPA
02161135,5,284,MDW,CMH
02161138,4,543,PDX,OAK
02161140,-2,296,SJC,BUR
02161140,-6,251,STL,MDW
02161143,15,328,ABQ,PHX
02161145,-5,1333,MCI,SAN
02161145,12,775,LBB,LAS
02161146,12,397,LAS,SMF
02161149,12,487,STL,CLE
02161150,0,1156,SLC,STL
02161152,20,318,JAX,FLL
02161152,21,148,HOU,AUS
02161155,4,180,JAX,TPA
02161158,14,677,ABQ,LAX
02161200,24,271,SDF,MDW
02161201,-3,972,MCO,ISP
02161205,-4,393,HOU,LIT
02161205,45,399,BOI,SEA
02161210,-5,197,LAS,ONT
02161210,0,258,SAN,LAS
02161212,27,371,SNA,OAK
02161215,-7,1140,MCI,LAS
02161215,32,276,HOU,HRL
02161215,5,1069,LAS,SAT
02161218,4,611,MDW,BWI
02161220,17,313,MCI,OKC
02161224,7,293,DAL,LBB
02161225,0,325,PHX,ONT
02161227,13,842,PVD,MDW
02161229,3,447,SAN,SFO
02161230,26,803,ISP,BNA
02161230,42,224,SEA,GEG
02161235,-10,229,STL,IND
02161235,-7,395,BNA,MDW
02161235,7,1262,STL,PHX
02161236,11,478,MCO,BHM
02161240,3,479,PDX,SMF
02161242,-5,829,TPA,CMH
02161245,4,1137,PVD,TPA
02161246,29,223,ELP,ABQ
02161249,17,239,DAL,HOU
02161250,1,358,SMF,BUR
02161250,7,803,BNA,ISP
02161252,10,217,IAH,DAL
02161255,6,1069,SAT,LAS
02161257,90,303,HOU,MSY
02161300,1,337,LAX,OAK
02161300,20,192,HOU,SAT
02161300,40,377,BWI,MHT
02161305,-7,590,SLC,LAX
02161305,55,605,SMF,SEA
02161306,-7,308,SJC,LAX
02161310,-3,677,ELP,HOU
02161312,12,342,OMA,STL
02161315,-1,367,SAN,TUS
02161315,0,328,PVD,BWI
02161319,27,562,ELP,DAL
02161320,0,333,SJC,ONT
02161322,76,872,AUS,PHX
02161323,-2,1136,PHX,LIT
02161325,9,342,SNA,SJC
02161330,-1,281,BWI,BUF
02161330,9,484,BNA,JAX
02161334,9,324,AMA,DAL
02161337,25,308,LAX,SJC
02161340,-6,544,LIT,MDW
02161340,30,307,CLE,MDW
02161340,4,197,LAS,ONT
02161345,-8,1140,MCI,LAS
02161345,23,236,LAX,LAS
02161348,15,239,HOU,DAL
02161349,12,239,DAL,HOU
02161350,8,419,OKC,HOU
02161354,30,677,ABQ,LAX
02161359,23,1107,SEA,PHX
02161400,-16,803,BNA,ISP
02161402,25,293,LBB,DAL
02161404,10,236,LAS,LAX
02161405,29,276,HOU,HRL
02161405,66,224,GEG,SEA
02161408,2,1037,PHX,OMA
02161410,25,256,LAS,PHX
02161413,20,451,LAX,TUS
02161415,-18,1048,TPA,MCI
02161415,5,296,BUR,SJC
02161417,8,371,SNA,OAK
02161420,12,217,IAH,DAL
02161420,28,491,MCI,BNA
02161422,3,511,OAK,BOI
02161424,46,325,OAK,BUR
02161425,30,1489,OAK,MCI
02161425,35,296,DAL,LIT
02161429,49,390,RNO,LAX
02161430,-5,588,BNA,BWI
02161430,38,328,PHX,ABQ
02161433,10,580,ABQ,DAL
02161435,-20,1864,SLC,BWI
02161435,15,457,BNA,DTW
02161437,30,651,PHX,SFO
02161440,-5,303,MSY,HOU
02161443,17,1448,BNA,PHX
02161444,10,687,STL,HOU
02161445,4,248,DAL,SAT
02161448,24,440,DTW,STL
02161450,7,325,OAK,BUR
02161454,20,369,PHX,BUR
02161457,38,318,JAX,FLL
02161458,-8,938,BNA,MHT
02161500,14,239,HOU,DAL
02161500,70,670,HOU,BNA
02161505,-2,281,BUF,BWI
02161505,0,220,BWI,ISP
02161508,24,345,LAS,RNO
02161510,-3,1670,ABQ,BWI
02161514,15,271,SDF,MDW
02161515,-3,1521,MDW,LAS
02161518,17,496,ELP,SAT
02161520,13,361,OAK,ONT
02161523,14,248,DAL,SAT
02161523,7,671,OAK,SEA
02161525,2,843,SAT,PHX
02161527,10,254,SDF,STL
02161530,13,325,OAK,BUR
02161530,14,236,LAX,LAS
02161531,27,365,LAS,TUS
02161535,-5,1009,PDX,PHX
02161537,64,621,PHX,SJC
02161539,0,491,BNA,MCI
02161540,15,296,DAL,LIT
02161540,8,377,MHT,BWI
02161545,31,187,HOU,CRP
02161545,57,223,BUR,LAS
02161550,10,328,PVD,BWI
02161550,52,296,LIT,DAL
02161552,7,417,SJC,SAN
02161555,-3,616,MCO,BNA
02161555,31,162,IND,MDW
02161557,25,308,SJC,LAX
02161600,-4,289,ABQ,LBB
02161600,-5,833,OKC,PHX
02161602,21,347,PHX,ELP
02161604,18,520,BOI,LAS
02161606,4,248,SAT,DAL
02161607,43,321,BHM,MSY
02161610,47,303,HOU,MSY
02161615,-25,1987,LAS,BUF
02161615,33,1618,BHM,LAS
02161615,7,443,RDU,BNA
02161620,3,670,HOU,BNA
02161621,45,471,BNA,MSY
02161622,59,447,SFO,SAN
02161624,93,308,LAX,SJC
02161625,9,480,SMF,SAN
02161628,45,224,SEA,GEG
02161630,35,318,FLL,JAX
02161630,4,287,GEG,BOI
02161634,7,296,DAL,LIT
02161635,20,189,DAL,AUS
02161635,9,989,MCO,MDW
02161637,0,337,LAX,OAK
02161638,57,590,LAX,SLC
02161640,14,345,RNO,LAS
02161643,22,447,SAN,SFO
02161644,76,368,SLC,LAS
02161650,-2,636,ELP,SAN
02161650,29,883,PBI,BWI
02161654,32,187,CRP,HOU
02161655,14,1797,BNA,LAX
02161658,45,570,MDW,BHM
02161700,-3,1772,CMH,LAS
02161700,45,239,HOU,DAL
02161701,33,872,PHX,AUS
02161705,3,148,HOU,AUS
02161705,9,511,BOI,OAK
02161710,10,217,IAH,DAL
02161710,73,570,BHM,HOU
02161715,-3,342,STL,OMA
02161715,16,417,SAN,SJC
02161715,9,370,LAX,PHX
02161717,16,192,HOU,SAT
02161720,-5,229,IND,STL
02161720,15,762,PDX,LAS
02161723,19,443,BNA,RDU
02161724,4,1588,BNA,LAS
02161725,18,570,HOU,BHM
02161726,43,550,MCO,MSY
02161729,93,303,MSY,HOU
02161730,-2,256,PHX,LAS
02161732,42,337,LAX,OAK
02161735,30,236,LAX,LAS
02161737,22,528,AUS,ELP
02161738,24,359,HOU,JAN
02161740,-2,928,AUS,TPA
02161740,28,842,PVD,MDW
02161743,30,550,MSY,MCO
02161745,-5,904,MCI,RDU
02161745,28,345,LAS,RNO
02161745,6,872,AUS,PHX
02161749,10,842,MDW,PVD
02161750,10,410,CMH,STL
02161755,5,304,PHX,SAN
02161757,23,296,BUR,SJC
02161800,10,223,ABQ,ELP
02161800,10,718,MCO,SDF
02161800,39,671,OAK,SEA
02161804,24,370,LAX,PHX
02161805,222,570,BHM,MDW
02161805,42,967,BWI,MCI
02161807,-1,1235,LAS,HOU
02161808,8,1848,PHX,MCO
02161810,2,304,SAN,PHX
02161810,62,405,MDW,MCI
02161815,-22,1073,MCO,ALB
02161815,52,319,MAF,DAL
02161818,17,239,HOU,DAL
02161819,43,325,PHX,ONT
02161820,20,405,MDW,MCI
02161820,40,319,DAL,MAF
02161824,46,321,MSY,BHM
02161825,20,479,SMF,PDX
02161830,-5,220,ISP,BWI
02161830,5,1448,BNA,PHX
02161835,12,377,MHT,BWI
02161835,28,997,MDW,TPA
02161837,30,1599,MSY,SAN
02161839,80,189,DAL,AUS
02161845,-3,1073,PVD,MCO
02161845,128,647,PHX,SMF
02161848,12,972,SAT,TPA
02161850,-5,335,RNO,BOI
02161850,6,328,PVD,BWI
02161852,68,417,SJC,SAN
02161855,22,181,OKC,DAL
02161855,30,325,ONT,PHX
02161900,13,480,SMF,SAN
02161900,14,689,SEA,SLC
02161900,47,838,MHT,MDW
02161902,26,759,ABQ,HOU
02161905,0,829,TPA,CMH
02161905,5,325,BUR,OAK
02161909,27,570,BHM,MDW
02161910,50,395,MDW,BNA
02161915,23,480,SAN,SMF
02161915,47,332,MAF,ABQ
02161917,10,337,LAX,OAK
02161918,40,293,DAL,LBB
02161920,-7,1501,LAS,MSY
02161920,42,258,SAN,LAS
02161922,42,293,LBB,DAL
02161923,87,688,IND,JAX
02161927,42,180,OAK,RNO
02161927,58,371,SNA,OAK
02161930,7,377,BWI,MHT
02161933,15,663,JAX,BWI
02161935,27,303,HOU,MSY
02161935,45,590,SLC,LAX
02161940,-3,284,CMH,MDW
02161940,5,1814,IND,LAX
02161942,34,1246,BWI,HOU
02161943,13,389,SMF,ONT
02161945,-8,1020,PHX,HOU
02161945,58,342,SJC,SNA
02161948,43,223,LAS,BUR
02161950,25,237,MCI,STL
02161951,17,258,LAS,SAN
02161954,16,313,OKC,MCI
02161955,30,358,BUR,SMF
02161955,35,303,MSY,HOU
02161958,76,361,ONT,OAK
02162000,-12,718,ABQ,MCI
02162000,37,405,MCI,MDW
02162004,62,189,AUS,DAL
02162005,55,296,BUR,SJC
02162010,-11,714,LAX,ELP
02162010,93,283,BDL,BWI
02162012,39,325,ONT,PHX
02162015,23,479,PDX,SMF
02162016,3,324,AMA,DAL
02162017,71,233,HRL,SAT
02162020,20,271,SDF,MDW
02162022,67,417,SAN,SJC
02162025,-7,880,MCO,STL
02162030,22,370,PHX,LAX
02162030,23,293,LBB,DAL
02162034,85,197,FLL,TPA
02162035,30,229,MDW,DTW
02162037,18,443,RDU,BNA
02162038,36,621,PHX,SJC
02162040,62,543,PDX,OAK
02162041,10,307,CLE,MDW
02162045,-8,148,AUS,HOU
02162045,26,328,BWI,PVD
02162048,37,496,ELP,SAT
02162055,10,646,OAK,PHX
02162057,13,405,MCI,MDW
02162059,17,550,MCO,MSY
02162100,56,217,IAH,DAL
02162102,14,284,MDW,CMH
02162105,38,358,BUR,SMF
02162105,52,188,RNO,SJC
02162108,14,224,GEG,SEA
02162110,3,580,ABQ,DAL
02162111,81,303,HOU,MSY
02162114,100,189,DAL,AUS
02162115,-5,369,BUR,PHX
02162115,33,303,HOU,MSY
02162116,59,446,OAK,SAN
02162118,-2,677,ELP,HOU
02162120,5,371,SNA,OAK
02162122,8,389,ONT,SMF
02162125,33,324,DAL,AMA
02162125,62,187,CRP,HOU
02162127,70,178,MCO,FLL
02162130,-4,687,STL,HOU
02162130,48,1044,PHX,MCI
02162130,73,345,LAS,RNO
02162135,50,318,JAX,FLL
02162136,24,148,HOU,AUS
02162140,14,314,CLE,BWI
02162140,53,308,LAX,SJC
02162143,68,321,BHM,MSY
02162145,30,373,SMF,LAX
02162148,14,256,LAS,PHX
02162148,30,397,LAS,SMF
02162151,30,178,MCO,FLL
02162153,84,663,BWI,JAX
02162158,83,843,PHX,SAT
02162200,10,314,BWI,CLE
02162205,13,291,SLC,BOI
02162205,63,337,OAK,LAX
02162210,72,303,HOU,MSY
02162210,90,616,MCO,BNA
02162215,64,462,STL,OKC
02162218,25,229,STL,IND
02162225,272,677,LAX,ABQ
02162225,70,630,SLC,PDX
02162230,14,373,LAX,SMF
02162230,90,345,LAS,RNO
02162237,77,447,SAN,SFO
02162239,27,283,BWI,BDL
02162245,48,621,SJC,PHX
02162247,178,236,LAX,LAS
02162255,90,407,OAK,LAS
02162301,73,1235,HOU,LAS
02162307,32,480,SAN,SMF
02162310,86,395,BNA,MDW
02162345,50,251,STL,MDW
02162350,-10,405,MCI,MDW
02170615,-2,446,OAK,SAN
02170620,-10,386,LAS,SJC
02170625,-6,451,TUS,LAX
02170627,-7,621,SJC,PHX
02170630,-15,487,TPA,MSY
02170630,-5,833,OKC,PHX
02170630,0,872,AUS,PHX
02170630,2,281,BUF,BWI
02170635,-6,417,SAN,SJC
02170640,-5,737,BWI,STL
02170640,5,318,FLL,JAX
02170645,-4,178,FLL,MCO
02170645,0,647,SMF,PHX
02170650,-5,550,MCO,MSY
02170655,3,342,SJC,SNA
02170655,6,1591,IND,LAS
02170700,-4,313,OKC,MCI
02170700,-6,407,OAK,LAS
02170700,-8,370,LAX,PHX
02170700,0,361,OAK,ONT
02170705,-1,546,GEG,SLC
02170705,-3,588,OAK,SLC
02170705,4,236,LAX,LAS
02170707,0,457,DTW,BNA
02170710,-5,248,DAL,SAT
02170715,-17,515,IND,BWI
02170715,0,284,CMH,MDW
02170715,12,967,BWI,MCI
02170720,-7,373,LAX,SMF
02170725,-38,866,LAS,SEA
02170730,-1,673,FLL,MSY
02170730,-10,239,DAL,HOU
02170730,-3,479,SMF,PDX
02170730,6,288,ALB,BWI
02170735,-4,325,BUR,OAK
02170735,2,852,BDL,BNA
02170740,-5,718,MCI,ABQ
02170740,5,347,ELP,PHX
02170745,-8,793,FLL,BNA
02170745,13,1455,BHM,PHX
02170750,0,1020,HOU,PHX
02170750,4,220,ISP,BWI
02170755,-5,997,MDW,TPA
02170755,0,367,TUS,SAN
02170800,-10,251,STL,MDW
02170800,-13,1037,PHX,OMA
02170800,-5,389,ONT,SMF
02170800,-7,303,MSY,HOU
02170803,-1,1363,LAX,MCI
02170805,-3,422,RNO,SLC
02170806,0,288,BWI,ALB
02170809,6,358,SMF,BUR
02170810,-8,587,MCO,JAN
02170810,7,883,PBI,BWI
02170815,-25,1999,PHX,BWI
02170815,12,1448,BNA,PHX
02170820,-13,1363,MCI,LAX
02170820,-5,188,SJC,RNO
02170822,5,1588,BNA,LAS
02170825,-1,233,SAT,HRL
02170825,-4,162,MDW,IND
02170825,-9,646,OAK,PHX
02170830,-13,580,ABQ,DAL
02170830,-3,1588,LAS,BNA
02170835,-5,325,OAK,BUR
02170835,2,888,JAN,BWI
02170838,22,368,LAS,SLC
02170840,-10,397,LAS,SMF
02170840,10,370,PHX,LAX
02170842,4,361,OAK,ONT
02170845,-8,217,DAL,IAH
02170845,5,148,AUS,HOU
02170850,-9,484,BNA,JAX
02170854,2,1235,HOU,LAS
02170855,-8,1090,LAS,AUS
02170855,0,737,STL,BWI
02170900,-5,148,HOU,AUS
02170900,0,487,TPA,MSY
02170905,-5,687,STL,HOU
02170905,-7,192,HOU,SAT
02170907,2,308,SJC,LAX
02170910,-13,628,SAN,ABQ
02170910,14,1751,BNA,SAN
02170910,8,389,SMF,ONT
02170915,-5,237,DAL,TUL
02170915,5,616,BNA,MCO
02170920,2,829,CMH,TPA
02170922,-3,407,OAK,LAS
02170925,0,515,BWI,IND
02170930,-1,223,MCI,TUL
02170930,-5,239,DAL,HOU
02170930,0,271,SDF,MDW
02170930,8,588,BWI,BNA
02170935,-14,762,LAS,PDX
02170939,-3,233,HRL,SAT
02170939,6,1137,TPA,PVD
02170940,-5,632,RDU,MDW
02170940,6,1489,MCI,OAK
02170945,-3,1479,MCI,SJC
02170945,0,180,RNO,OAK
02170950,-11,289,ABQ,LBB
02170950,14,307,CLE,MDW
02170955,-3,453,TUL,HOU
02170955,0,291,SLC,BOI
02171000,-11,507,SLC,PHX
02171000,-5,223,BUR,LAS
02171000,2,197,LAS,ONT
02171002,-3,2277,PHX,PVD
02171005,-8,677,ABQ,LAX
02171005,5,1999,BWI,PHX
02171010,-5,1107,PHX,SEA
02171010,-5,291,BOI,SLC
02171010,2,308,LAX,SJC
02171010,25,605,SEA,SMF
02171015,12,1040,MCO,SAT
02171015,6,187,HOU,CRP
02171020,-1,833,PHX,OKC
02171020,-9,580,ABQ,DAL
02171023,26,239,DAL,HOU
02171025,-10,480,SAN,SMF
02171027,-10,373,LAX,SMF
02171030,-3,303,MSY,HOU
02171032,10,288,ALB,BWI
02171035,-2,224,GEG,SEA
02171037,2,1262,PHX,STL
02171040,-20,451,TUS,LAX
02171040,8,446,OAK,SAN
02171042,24,397,LAS,SMF
02171045,-5,787,BWI,MCO
02171045,13,304,PHX,SAN
02171047,14,612,BNA,TPA
02171050,-3,342,SNA,SJC
02171050,5,1588,BNA,LAS
02171055,2,460,BHM,TPA
02171100,-22,796,LAS,MAF
02171100,-3,393,LIT,HOU
02171100,3,405,MDW,MCI
02171105,-5,1246,BWI,HOU
02171105,7,239,DAL,HOU
02171110,-1,370,LAX,PHX
02171110,-9,321,MSY,BHM
02171115,-15,399,BOI,SEA
02171120,-10,507,SLC,PHX
02171120,-11,368,LAS,SLC
02171120,26,337,OAK,LAX
02171123,5,621,PHX,SJC
02171125,30,337,LAX,OAK
02171126,0,236,LAS,LAX
02171130,-15,148,HOU,AUS
02171130,13,487,ABQ,LAS
02171134,13,251,MDW,STL
02171134,34,1073,PVD,MCO
02171135,10,543,PDX,OAK
02171140,-10,487,STL,CLE
02171143,16,325,PHX,ONT
02171144,4,351,STL,TUL
02171145,-6,389,ONT,SMF
02171145,0,1407,SAT,BWI
02171148,0,1489,IND,PHX
02171148,19,303,HOU,MSY
02171150,19,271,SDF,MDW
02171152,5,371,OAK,SNA
02171155,0,197,TPA,FLL
02171157,0,1671,LAX,MSY
02171200,-1,1050,MCO,BDL
02171200,-3,303,HOU,MSY
02171200,0,677,ABQ,LAX
02171200,21,328,PVD,BWI
02171205,-8,393,HOU,LIT
02171205,2,307,CLE,MDW
02171208,7,337,LAX,OAK
02171210,-3,938,MHT,BNA
02171210,0,670,BNA,HOU
02171210,3,313,MCI,OKC
02171215,-3,279,PDX,GEG
02171215,-6,718,ABQ,MCI
02171215,8,223,BUR,LAS
02171217,10,337,OAK,LAX
02171220,-2,229,DTW,MDW
02171220,-4,293,DAL,LBB
02171220,20,397,SMF,LAS
02171224,-5,1242,LAX,AUS
02171225,21,972,MCO,ISP
02171225,60,1295,LAS,LIT
02171230,-9,239,HOU,DAL
02171230,2,480,SMF,SAN
02171232,13,345,RNO,LAS
02171234,12,236,LAX,LAS
02171235,37,304,PHX,SAN
02171240,-13,1072,MCI,MCO
02171240,-8,621,SJC,PHX
02171240,10,367,TUS,SAN
02171245,-5,248,DAL,SAT
02171245,4,192,HOU,SAT
02171248,25,1797,BNA,LAX
02171250,-28,1977,SEA,BNA
02171255,-10,872,PHX,AUS
02171259,12,487,MSY,TPA
02171300,10,1825,LAS,CLE
02171300,5,869,TPA,STL
02171308,24,446,OAK,SAN
02171310,-4,405,MDW,MCI
02171313,5,369,BUR,PHX
02171315,-4,550,MSY,MCO
02171315,1,318,FLL,JAX
02171315,3,386,SJC,LAS
02171320,-3,224,GEG,SEA
02171320,-9,737,STL,BWI
02171323,4,223,LAS,BUR
02171325,-13,440,STL,DTW
02171325,0,335,BOI,RNO
02171325,4,304,SAN,PHX
02171328,34,989,MDW,MCO
02171330,-2,174,TPA,PBI
02171330,-8,324,AMA,DAL
02171330,12,395,BNA,MDW
02171335,-2,187,CRP,HOU
02171335,2,345,LAS,RNO
02171340,-3,544,LIT,MDW
02171340,19,758,PBI,BNA
02171345,-19,1107,PHX,SEA
02171345,26,588,BNA,BWI
02171350,-3,562,DAL,ELP
02171350,0,377,MHT,BWI
02171350,4,1140,MCI,LAS
02171353,21,197,TPA,FLL
02171355,-3,328,PHX,ABQ
02171355,1,189,AUS,DAL
02171400,-13,192,SAT,HOU
02171400,-6,224,GEG,SEA
02171405,-4,254,SDF,STL
02171405,4,872,AUS,PHX
02171410,-5,142,PBI,MCO
02171410,13,1363,LAX,MCI
02171415,-12,318,JAX,FLL
02171415,-35,859,JAX,ISP
02171416,25,671,OAK,SEA
02171420,-1,511,OAK,BOI
02171420,10,495,BWI,SDF
02171420,14,397,SMF,LAS
02171425,-1,223,MCI,TUL
02171425,-5,181,OKC,DAL
02171430,-2,507,SLC,PHX
02171430,-5,528,ELP,AUS
02171430,0,236,LAS,LAX
02171430,4,370,PHX,LAX
02171435,34,337,OAK,LAX
02171437,-2,1262,PHX,STL
02171440,20,405,MDW,MCI
02171442,25,236,LAX,LAS
02171445,-9,1073,ALB,MCO
02171447,13,256,PHX,LAS
02171450,-6,174,PBI,TPA
02171452,-8,587,TPA,RDU
02171455,-12,220,BWI,ISP
02171455,-2,437,DAL,MSY
02171455,12,646,OAK,PHX
02171500,-14,192,SAT,HOU
02171500,-5,697,SJC,SEA
02171500,-8,628,ABQ,SAN
02171504,14,569,PDX,SJC
02171505,-5,284,CMH,MDW
02171505,23,369,PHX,BUR
02171505,5,342,SJC,SNA
02171510,-22,1056,STL,FLL
02171510,10,1050,BDL,MCO
02171515,-3,187,HOU,CRP
02171515,-6,254,STL,SDF
02171516,39,1034,ISP,TPA
02171520,-5,254,SDF,STL
02171520,3,880,MCO,STL
02171520,4,1262,STL,PHX
02171530,-10,395,MDW,BNA
02171530,25,239,HOU,DAL
02171534,27,142,MCO,PBI
02171535,-10,237,STL,MCI
02171535,10,162,IND,MDW
02171537,28,487,LAS,ABQ
02171540,-7,419,HOU,OKC
02171540,0,520,BOI,LAS
02171545,-3,318,FLL,JAX
02171545,8,495,SDF,BWI
02171550,-10,321,TUS,ABQ
02171550,-21,2237,LAS,ALB
02171550,1,338,CMH,BNA
02171555,-10,189,AUS,DAL
02171557,31,369,BUR,PHX
02171558,6,590,LAX,SLC
02171600,70,417,SAN,SJC
02171605,-10,287,BOI,GEG
02171605,10,451,LAX,TUS
02171607,7,833,OKC,PHX
02171610,-7,972,TPA,SAT
02171610,3,256,PHX,LAS
02171614,4,178,MCO,FLL
02171615,-12,397,LAS,SMF
02171615,22,543,PDX,OAK
02171618,20,236,LAX,LAS
02171620,-2,1020,HOU,PHX
02171620,-3,258,SAN,LAS
02171621,21,479,PDX,SMF
02171625,-5,630,PDX,SLC
02171630,-1,288,ALB,BWI
02171630,-10,344,BOI,PDX
02171630,-7,1213,HOU,SLC
02171630,19,361,OAK,ONT
02171635,-9,569,SJC,PDX
02171635,0,925,BWI,FLL
02171636,14,389,SMF,ONT
02171640,-8,324,AMA,DAL
02171645,14,296,DAL,LIT
02171645,27,345,LAS,RNO
02171650,-5,256,PHX,LAS
02171655,-1,417,SAN,SJC
02171700,-1,148,HOU,AUS
02171700,-3,197,FLL,TPA
02171700,-9,223,TUL,MCI
02171700,0,359,JAN,HOU
02171705,-1,1142,MHT,MCO
02171705,-10,251,STL,MDW
